id,format,width,height,size_kb,aspect_ratio,pixels
308090412,JPEG,1200,1600,895.8,0.75,1920000
307445929,JPEG,89,170,10.1,0.52,15130
307232958,JPEG,150,200,10.8,0.75,30000
307183714,JPEG,150,200,8.8,0.75,30000
307318140,JPEG,480,640,133.4,0.75,307200
308744621,JPEG,101,84,5.7,1.2,8484
308209023,JPEG,1200,1600,571.5,0.75,1920000
307078927,JPEG,600,800,173.9,0.75,480000
308106353,JPEG,200,267,23.0,0.75,53400
307320312,JPEG,200,267,17.3,0.75,53400
308852505,JPEG,150,200,8.9,0.75,30000
307539692,JPEG,480,640,96.3,0.75,307200
308901867,JPEG,200,267,17.5,0.75,53400
308239365,JPEG,1200,1600,1023.6,0.75,1920000
307003063,JPEG,200,267,17.5,0.75,53400
308569544,JPEG,1200,1600,811.3,0.75,1920000
307974142,JPEG,640,853,235.7,0.75,545920
307696710,JPEG,640,853,214.2,0.75,545920
307026782,JPEG,800,1067,417.0,0.75,853600
307174408,JPEG,200,267,21.3,0.75,53400
307041205,JPEG,480,640,112.8,0.75,307200
308140826,JPEG,600,800,167.4,0.75,480000
307589400,JPEG,334,890,87.6,1.16,297260
308529848,JPEG,300,400,51.2,0.75,120000
307213377,JPEG,150,200,9.4,0.75,30000
308415473,JPEG,640,853,183.1,0.75,545920
307930409,JPEG,134,90,8.0,1.49,12060
308061039,JPEG,150,200,10.5,0.75,30000
307555024,JPEG,189,124,15.6,1.52,23436
307607049,JPEG,600,800,149.1,0.75,480000
307461752,JPEG,150,200,15.6,0.75,30000
307308139,JPEG,600,800,261.4,0.75,480000
308617428,JPEG,150,200,10.3,0.75,30000
307022862,JPEG,1200,1600,694.5,0.75,1920000
308099428,JPEG,600,800,153.8,0.75,480000
308017527,JPEG,150,200,15.8,0.75,30000
307656579,JPEG,150,200,9.7,0.75,30000
307845960,JPEG,150,200,14.3,0.75,30000
308705660,JPEG,1200,1600,579.4,0.75,1920000
307295360,JPEG,58,120,4.6,0.48,6960
307807149,JPEG,192,58,7.4,3.31,11136
308568281,JPEG,300,400,60.9,0.75,120000
308392140,JPEG,480,640,92.2,0.75,307200
308412526,JPEG,640,853,175.2,0.75,545920
308615634,JPEG,54,167,6.0,0.32,9018
307928155,JPEG,200,267,27.5,0.75,53400
307308915,JPEG,200,267,20.0,0.75,53400
307832574,JPEG,150,200,10.7,0.75,30000
308399924,JPEG,1467,663,394.6,1.34,972621
308732529,JPEG,300,400,40.9,0.75,120000
308489970,JPEG,300,400,36.0,0.75,120000
308870790,JPEG,300,400,45.1,0.75,120000
308959112,JPEG,480,640,114.8,0.75,307200
307048447,JPEG,600,800,141.2,0.75,480000
308755677,JPEG,150,200,9.5,0.75,30000
308273430,JPEG,150,200,14.5,0.75,30000
308678501,JPEG,600,800,206.1,0.75,480000
308626865,JPEG,200,267,18.7,0.75,53400
308351091,JPEG,600,800,148.7,0.75,480000
307472354,JPEG,640,853,187.0,0.75,545920
307026457,JPEG,200,267,18.9,0.75,53400
307626499,JPEG,1200,1600,1063.2,0.75,1920000
308901773,JPEG,222,1169,121.2,1.74,259518
308186144,JPEG,1192,1319,715.5,1.57,1572248
308447081,JPEG,150,200,9.0,0.75,30000
308179801,JPEG,1200,1600,817.2,0.75,1920000
308527322,JPEG,480,640,95.5,0.75,307200
307331316,JPEG,800,1067,398.1,0.75,853600
308962431,JPEG,300,400,63.3,0.75,120000
308231185,JPEG,1200,1600,624.9,0.75,1920000
307689179,JPEG,1164,1158,484.7,1.64,1347912
307670919,JPEG,300,400,51.9,0.75,120000
308311407,JPEG,640,853,157.5,0.75,545920
308686609,JPEG,640,853,168.5,0.75,545920
308071432,JPEG,600,800,152.6,0.75,480000
307678170,JPEG,785,803,330.4,1.76,630355
307711114,JPEG,507,1333,253.5,1.78,675831
308860851,JPEG,80,176,9.4,0.45,14080
308365164,JPEG,640,853,156.1,0.75,545920
308121461,JPEG,195,183,23.8,1.07,35685
307107960,JPEG,150,200,13.8,0.75,30000
307327282,JPEG,600,800,205.3,0.75,480000
308329853,JPEG,1200,1600,728.9,0.75,1920000
308239776,JPEG,150,200,13.1,0.75,30000
308651978,JPEG,640,853,179.3,0.75,545920
308342175,JPEG,1537,1410,950.0,2.07,2167170
307167396,JPEG,300,400,36.9,0.75,120000
307867291,JPEG,200,267,28.3,0.75,53400
308717570,JPEG,600,800,140.7,0.75,480000
307929271,JPEG,600,800,157.9,0.75,480000
307484375,JPEG,800,1067,291.9,0.75,853600
308915294,JPEG,200,267,25.7,0.75,53400
307326314,JPEG,600,800,151.4,0.75,480000
308112759,JPEG,640,853,227.8,0.75,545920
308782803,JPEG,800,1067,393.3,0.75,853600
308276543,JPEG,300,400,47.1,0.75,120000
308103667,JPEG,348,1084,153.8,1.9,377232
308410631,JPEG,800,1067,300.2,0.75,853600
307295442,JPEG,800,1067,261.1,0.75,853600
307953756,JPEG,600,800,171.8,0.75,480000
307521771,JPEG,176,80,9.4,2.2,14080
307592903,JPEG,480,640,101.2,0.75,307200
307985916,JPEG,600,800,160.8,0.75,480000
308196769,JPEG,200,267,19.9,0.75,53400
307373302,JPEG,640,853,218.0,0.75,545920
307771098,JPEG,200,267,16.1,0.75,53400
308253832,JPEG,516,551,121.4,2.06,284316
307405540,JPEG,480,640,133.2,0.75,307200
308888093,JPEG,50,146,4.9,0.34,7300
307748473,JPEG,196,55,7.2,3.56,10780
307519325,JPEG,480,640,96.0,0.75,307200
307911493,JPEG,300,400,36.0,0.75,120000
308400264,PNG,480,640,315.6,0.75,307200
308022115,JPEG,93,60,3.7,1.55,5580
308201487,JPEG,200,267,15.8,0.75,53400
308428193,JPEG,150,200,12.8,0.75,30000
308420555,JPEG,1469,503,215.1,0.69,738907
308206344,JPEG,200,267,18.7,0.75,53400
307230559,JPEG,300,400,40.4,0.75,120000
308213401,JPEG,884,1193,312.1,1.21,1054612
308915566,JPEG,191,138,17.6,1.38,26358
307932679,JPEG,200,267,26.4,0.75,53400
308432379,JPEG,200,267,16.2,0.75,53400
308505227,JPEG,1130,499,206.5,2.08,563870
308427334,JPEG,800,1067,311.7,0.75,853600
307095694,JPEG,300,400,45.8,0.75,120000
307923795,JPEG,640,853,165.4,0.75,545920
307810233,JPEG,600,800,149.9,0.75,480000
308785639,JPEG,300,400,55.2,0.75,120000
308060458,JPEG,600,800,150.6,0.75,480000
308952308,PNG,150,200,26.5,0.75,30000
307510272,JPEG,200,267,21.6,0.75,53400
307841156,JPEG,480,640,97.5,0.75,307200
308763763,JPEG,150,200,10.4,0.75,30000
308791057,JPEG,600,800,170.7,0.75,480000
307101736,JPEG,480,640,165.9,0.75,307200
308938424,JPEG,480,640,105.2,0.75,307200
308861420,JPEG,200,267,23.8,0.75,53400
308639057,JPEG,187,135,16.8,1.39,25245
307604287,JPEG,300,400,50.0,0.75,120000
308982570,JPEG,150,200,10.6,0.75,30000
307515160,JPEG,1200,1600,663.0,0.75,1920000
308536455,JPEG,300,400,61.1,0.75,120000
308572371,JPEG,97,110,7.1,0.88,10670
307409107,JPEG,150,200,14.9,0.75,30000
307907177,JPEG,161,68,7.3,2.37,10948
307427904,JPEG,905,829,278.0,1.07,750245
308873152,JPEG,200,267,25.8,0.75,53400
308727079,JPEG,300,400,51.9,0.75,120000
307800525,JPEG,150,200,9.8,0.75,30000
308401814,JPEG,82,131,7.2,0.63,10742
307048605,JPEG,122,176,14.3,0.69,21472
307419226,JPEG,300,400,34.6,0.75,120000
307142021,JPEG,800,1067,272.6,0.75,853600
307973640,JPEG,59,127,5.0,0.46,7493
307143474,JPEG,480,640,135.2,0.75,307200
307165522,JPEG,300,400,44.0,0.75,120000
307030127,JPEG,93,66,4.1,1.41,6138
308978290,JPEG,150,200,9.8,0.75,30000
307670201,JPEG,1200,1600,687.4,0.75,1920000
307808832,JPEG,480,640,88.0,0.75,307200
308013758,PNG,200,267,40.2,0.75,53400
308997380,JPEG,110,166,12.2,0.66,18260
308782252,JPEG,300,400,36.0,0.75,120000
308223602,JPEG,200,267,24.4,0.75,53400
308386598,JPEG,434,1780,235.2,1.59,772520
307870161,JPEG,68,156,7.1,0.44,10608
307125906,JPEG,135,116,10.4,1.16,15660
307210486,JPEG,600,800,217.8,0.75,480000
307912984,JPEG,143,72,6.9,1.99,10296
307536712,JPEG,800,1067,429.2,0.75,853600
308987591,JPEG,600,800,154.7,0.75,480000
308578540,JPEG,800,1067,396.6,0.75,853600
308979047,JPEG,800,1067,323.9,0.75,853600
307084103,JPEG,802,889,288.6,1.83,712978
308448971,JPEG,184,180,22.1,1.02,33120
308865703,JPEG,300,400,62.0,0.75,120000
308463482,JPEG,480,640,100.2,0.75,307200
308372488,JPEG,129,91,7.8,1.42,11739
308689204,JPEG,332,147,15.4,1.96,48804
307858323,JPEG,600,800,164.2,0.75,480000
308333099,JPEG,133,831,35.2,0.93,110523
308514271,JPEG,1200,1600,761.8,0.75,1920000
307226693,JPEG,555,508,88.4,1.96,281940
308900316,JPEG,600,800,252.2,0.75,480000
308378231,JPEG,640,853,158.8,0.75,545920
307459949,JPEG,200,267,17.3,0.75,53400
308048233,JPEG,640,853,191.7,0.75,545920
307764952,JPEG,800,1067,266.6,0.75,853600
307875239,JPEG,368,135,19.0,0.7,49680
307521493,JPEG,800,1067,332.0,0.75,853600
307751063,JPEG,800,1067,282.0,0.75,853600
308655375,JPEG,800,1067,315.5,0.75,853600
308875141,JPEG,480,640,146.6,0.75,307200
308773655,JPEG,187,81,10.1,2.31,15147
308590257,JPEG,175,172,20.1,1.02,30100
307937591,JPEG,150,200,16.0,0.75,30000
308195658,JPEG,1046,1470,784.9,0.88,1537620
307961086,JPEG,300,400,56.1,0.75,120000
308908003,JPEG,800,1067,311.1,0.75,853600
308859324,JPEG,150,200,11.7,0.75,30000
307264724,JPEG,640,853,226.0,0.75,545920
307015217,JPEG,142,129,12.2,1.1,18318
308172912,JPEG,800,1067,400.2,0.75,853600
308326624,JPEG,600,800,161.8,0.75,480000
307650454,JPEG,159,112,11.9,1.42,17808
307868319,JPEG,200,267,15.6,0.75,53400
308069985,JPEG,672,1208,282.4,2.02,811776
308649095,JPEG,300,400,38.3,0.75,120000
308980343,JPEG,480,640,115.9,0.75,307200
308070437,JPEG,600,800,251.8,0.75,480000
307343096,JPEG,150,200,10.1,0.75,30000
307269404,JPEG,300,400,44.3,0.75,120000
307500283,JPEG,1200,1600,601.7,0.75,1920000
307864586,JPEG,1200,1600,582.6,0.75,1920000
307254516,JPEG,191,196,25.0,0.97,37436
307215002,JPEG,1200,1600,1025.7,0.75,1920000
308421230,JPEG,800,1067,319.4,0.75,853600
307166948,JPEG,640,853,257.8,0.75,545920
307618446,JPEG,800,1067,433.6,0.75,853600
307884086,JPEG,1200,1600,1047.5,0.75,1920000
307835288,JPEG,300,400,43.5,0.75,120000
307505888,JPEG,480,640,99.5,0.75,307200
307962071,JPEG,600,800,159.6,0.75,480000
308971936,JPEG,480,640,118.1,0.75,307200
307162208,JPEG,480,640,103.2,0.75,307200
308696195,JPEG,200,267,25.3,0.75,53400
308089440,JPEG,480,640,113.6,0.75,307200
308425283,JPEG,150,200,11.7,0.75,30000
307570659,JPEG,300,400,53.1,0.75,120000
308172898,JPEG,150,200,9.5,0.75,30000
307253476,JPEG,128,145,12.4,0.88,18560
308589235,JPEG,300,400,36.7,0.75,120000
308517426,JPEG,300,400,35.6,0.75,120000
307393308,JPEG,1036,1788,592.1,1.17,1852368
308922401,JPEG,902,853,271.2,1.66,769406
307982539,JPEG,1200,1600,635.4,0.75,1920000
308373304,JPEG,430,232,52.4,0.93,99760
308335583,JPEG,1200,1600,576.7,0.75,1920000
307669126,JPEG,1200,1600,790.2,0.75,1920000
308376970,JPEG,480,640,116.3,0.75,307200
308250875,JPEG,150,200,14.6,0.75,30000
307016052,JPEG,356,1578,173.8,2.07,561768
308811597,JPEG,200,267,28.1,0.75,53400
308112947,PNG,600,800,510.8,0.75,480000
307792536,JPEG,141,52,4.9,2.71,7332
308675673,JPEG,233,342,39.0,1.99,79686
308891633,JPEG,61,197,8.0,0.31,12017
308610862,JPEG,110,105,7.7,1.05,11550
308991330,JPEG,600,800,138.1,0.75,480000
307548513,JPEG,200,267,16.0,0.75,53400
308274117,JPEG,300,400,46.1,0.75,120000
307260827,JPEG,776,214,47.9,1.94,166064
307047530,JPEG,300,400,37.3,0.75,120000
307447625,JPEG,800,1067,244.7,0.75,853600
308056473,JPEG,600,800,245.6,0.75,480000
308719410,JPEG,650,1513,412.9,1.06,983450
308855557,JPEG,905,1043,275.8,1.21,943915
307490773,JPEG,640,853,221.9,0.75,545920
307863731,JPEG,300,400,64.4,0.75,120000
307714979,PNG,196,56,7.3,3.5,10976
307756016,JPEG,871,1766,814.1,0.74,1538186
307630999,JPEG,132,138,12.1,0.96,18216
307891615,JPEG,480,640,133.2,0.75,307200
308588706,JPEG,800,1067,355.3,0.75,853600
307938573,JPEG,800,1067,245.1,0.75,853600
307605179,JPEG,1200,1600,697.2,0.75,1920000
308756368,PNG,600,800,356.6,0.75,480000
307296005,JPEG,600,800,241.1,0.75,480000
308821066,JPEG,150,200,8.9,0.75,30000
307420596,JPEG,640,853,175.3,0.75,545920
308044989,JPEG,200,267,28.2,0.75,53400
308806037,JPEG,200,267,19.3,0.75,53400
307282927,JPEG,600,800,147.7,0.75,480000
307448165,JPEG,300,400,41.1,0.75,120000
308041596,JPEG,91,65,3.9,1.4,5915
308366354,JPEG,200,267,15.7,0.75,53400
307020230,JPEG,150,200,8.7,0.75,30000
307746683,JPEG,82,84,4.6,0.98,6888
307590838,PNG,300,400,84.4,0.75,120000
308173236,JPEG,1372,864,418.1,1.39,1185408
307454198,JPEG,800,1067,370.0,0.75,853600
308006728,JPEG,480,640,101.2,0.75,307200
307146264,JPEG,150,200,10.8,0.75,30000
307684241,JPEG,600,800,202.1,0.75,480000
308404322,JPEG,1200,1600,703.7,0.75,1920000
307676548,JPEG,994,1721,592.6,1.74,1710674
307781562,JPEG,200,267,23.5,0.75,53400
308397239,JPEG,1200,1600,935.3,0.75,1920000
308027464,JPEG,150,200,12.6,0.75,30000
308755482,JPEG,300,400,39.0,0.75,120000
308107898,JPEG,748,370,112.6,2.18,276760
307309066,JPEG,200,267,24.0,0.75,53400
307244904,JPEG,821,1315,429.7,1.68,1079615
307275256,JPEG,800,1067,372.5,0.75,853600
308471078,JPEG,200,267,19.7,0.75,53400
307352429,JPEG,300,400,47.1,0.75,120000
308646025,JPEG,600,800,144.4,0.75,480000
308639528,JPEG,1200,1600,581.6,0.75,1920000
308984155,JPEG,480,640,143.7,0.75,307200
308028360,JPEG,600,800,168.6,0.75,480000
307647017,JPEG,480,640,144.4,0.75,307200
307860488,JPEG,1415,675,306.2,2.05,955125
307050025,JPEG,78,64,3.3,1.22,4992
308115019,JPEG,52,181,6.3,0.29,9412
307606026,JPEG,640,853,253.8,0.75,545920
307967299,JPEG,600,800,160.3,0.75,480000
307783120,JPEG,191,108,13.8,1.77,20628
308432090,JPEG,200,267,15.6,0.75,53400
307374966,JPEG,640,853,184.2,0.75,545920
307072237,JPEG,183,76,9.3,2.41,13908
308281285,JPEG,600,800,186.8,0.75,480000
308282371,JPEG,141,106,10.0,1.33,14946
308160988,JPEG,800,1067,248.0,0.75,853600
308844621,JPEG,120,174,13.9,0.69,20880
308930652,JPEG,640,853,259.4,0.75,545920
307293416,JPEG,300,400,35.3,0.75,120000
308627390,JPEG,150,200,9.5,0.75,30000
308104778,JPEG,150,200,13.1,0.75,30000
308252802,JPEG,1492,300,180.7,1.03,447600
307026534,JPEG,1200,1600,970.0,0.75,1920000
307618538,JPEG,200,267,20.9,0.75,53400
308824976,JPEG,200,267,19.0,0.75,53400
308289934,JPEG,480,640,88.4,0.75,307200
307432021,JPEG,85,55,3.1,1.55,4675
307302708,JPEG,800,1067,288.9,0.75,853600
307640621,JPEG,121,85,6.9,1.42,10285
308861262,JPEG,59,177,7.0,0.33,10443
307544342,JPEG,1200,1600,794.1,0.75,1920000
307768905,JPEG,600,800,149.1,0.75,480000
307086129,JPEG,640,853,284.7,0.75,545920
308335723,JPEG,158,1762,135.3,1.81,278396
307027444,JPEG,192,156,20.0,1.23,29952
308944003,JPEG,480,640,170.2,0.75,307200
308508098,JPEG,165,71,7.8,2.32,11715
307009596,JPEG,600,800,216.8,0.75,480000
308861550,JPEG,55,137,5.0,0.4,7535
307649407,JPEG,480,640,97.0,0.75,307200
308178898,JPEG,640,853,268.6,0.75,545920
308978033,JPEG,480,640,125.1,0.75,307200
307455069,JPEG,1200,1600,934.4,0.75,1920000
308602562,JPEG,200,267,29.5,0.75,53400
308848239,JPEG,119,189,15.0,0.63,22491
308573901,JPEG,1200,1600,890.5,0.75,1920000
308939575,JPEG,110,163,12.0,0.67,17930
307294138,JPEG,75,95,4.8,0.79,7125
307914040,JPEG,737,1295,288.8,1.78,954415
307037058,PNG,165,130,14.3,1.27,21450
307451111,JPEG,1251,1680,894.6,1.2,2101680
308648733,JPEG,150,200,15.5,0.75,30000
308521671,JPEG,640,853,226.8,0.75,545920
308971128,JPEG,150,200,9.9,0.75,30000
308047029,JPEG,760,771,190.4,2.11,585960
307392716,JPEG,124,198,16.4,0.63,24552
308357498,JPEG,200,267,19.4,0.75,53400
307943158,JPEG,200,267,21.0,0.75,53400
308081232,JPEG,300,400,60.6,0.75,120000
308889628,JPEG,85,82,4.6,1.04,6970
308614912,JPEG,300,400,51.3,0.75,120000
308268506,JPEG,640,853,234.1,0.75,545920
308600305,JPEG,640,853,220.4,0.75,545920
307206899,JPEG,105,886,37.4,0.83,93030
308905703,JPEG,800,1067,469.6,0.75,853600
307058764,JPEG,640,853,181.5,0.75,545920
308853970,JPEG,480,640,102.5,0.75,307200
307341303,JPEG,150,200,11.8,0.75,30000
307794050,PNG,200,267,57.9,0.75,53400
307945767,JPEG,1200,1600,986.8,0.75,1920000
307091097,JPEG,480,640,90.5,0.75,307200
307204692,JPEG,89,81,4.8,1.1,7209
307685916,JPEG,600,800,172.8,0.75,480000
307032569,JPEG,640,853,169.1,0.75,545920
308781410,JPEG,640,853,222.6,0.75,545920
307097542,JPEG,937,863,326.4,1.76,808631
307520035,JPEG,300,400,40.4,0.75,120000
308321551,JPEG,685,1630,406.5,0.57,1116550
307242911,JPEG,150,200,9.5,0.75,30000
307686454,JPEG,81,84,4.5,0.96,6804
307856747,JPEG,480,640,117.1,0.75,307200
307041486,JPEG,640,853,256.8,0.75,545920
308668506,JPEG,480,640,87.9,0.75,307200
308067783,JPEG,1200,1600,912.4,0.75,1920000
308947284,JPEG,300,400,41.5,0.75,120000
308470332,JPEG,200,267,26.4,0.75,53400
308785731,JPEG,528,1589,432.8,2.01,838992
308058037,JPEG,300,400,35.7,0.75,120000
307999548,JPEG,800,1067,363.4,0.75,853600
307382187,JPEG,90,156,9.4,0.58,14040
307091110,JPEG,200,267,16.5,0.75,53400
308651099,JPEG,200,267,19.7,0.75,53400
307557328,PNG,200,267,53.5,0.75,53400
308199195,JPEG,600,800,148.3,0.75,480000
308028130,JPEG,640,853,171.9,0.75,545920
308606747,JPEG,300,400,58.2,0.75,120000
308782162,JPEG,800,1067,387.4,0.75,853600
307850221,JPEG,600,800,161.4,0.75,480000
307249463,JPEG,121,1529,65.7,1.62,185009
307871996,PNG,300,400,84.0,0.75,120000
308278271,JPEG,300,400,51.1,0.75,120000
308709691,JPEG,640,853,205.5,0.75,545920
308582053,JPEG,300,400,50.2,0.75,120000
308397243,JPEG,707,1250,288.8,1.36,883750
308918260,JPEG,600,800,234.4,0.75,480000
308484169,JPEG,61,165,6.7,0.37,10065
308400289,JPEG,300,400,64.1,0.75,120000
307899322,JPEG,150,200,10.6,0.75,30000
307347132,JPEG,600,800,158.2,0.75,480000
307628931,JPEG,103,137,9.4,0.75,14111
307939151,JPEG,256,738,62.1,1.18,188928
307830072,JPEG,600,800,182.0,0.75,480000
307923395,JPEG,480,640,161.4,0.75,307200
307656275,JPEG,1341,1202,604.2,2.19,1611882
308469643,PNG,385,370,108.1,0.67,142450
307936407,JPEG,800,1067,304.9,0.75,853600
308356241,JPEG,289,1196,114.0,1.94,345644
308180962,JPEG,150,200,8.9,0.75,30000
308702086,JPEG,800,1067,264.4,0.75,853600
307611480,JPEG,300,400,61.7,0.75,120000
307618062,JPEG,480,640,111.2,0.75,307200
308491932,JPEG,1334,1737,877.4,0.64,2317158
308918324,JPEG,640,853,196.6,0.75,545920
307760362,JPEG,640,853,260.9,0.75,545920
307106195,JPEG,1583,908,543.8,1.24,1437364
308153421,JPEG,200,267,18.0,0.75,53400
308022058,JPEG,200,267,18.2,0.75,53400
308562844,JPEG,200,267,21.6,0.75,53400
307712160,JPEG,600,800,146.8,0.75,480000
308439571,JPEG,74,186,9.2,0.4,13764
308804308,JPEG,149,174,17.3,0.86,25926
308883834,JPEG,600,800,219.6,0.75,480000
307184845,JPEG,148,152,15.0,0.97,22496
308879727,JPEG,957,824,233.5,1.63,788568
308929562,JPEG,480,640,104.6,0.75,307200
308925812,JPEG,799,1206,335.1,0.75,963594
307188865,JPEG,1200,1600,712.5,0.75,1920000
307354585,JPEG,600,800,151.2,0.75,480000
307009333,JPEG,600,800,155.9,0.75,480000
307557347,JPEG,480,640,100.8,0.75,307200
307749683,JPEG,1200,1600,673.6,0.75,1920000
308154039,JPEG,194,534,47.1,0.73,103596
307433764,JPEG,150,200,9.2,0.75,30000
308687718,JPEG,800,1067,286.1,0.75,853600
307978438,JPEG,300,400,36.2,0.75,120000
307127493,JPEG,914,1113,343.2,0.82,1017282
308666626,JPEG,600,800,195.0,0.75,480000
307095593,JPEG,600,800,232.8,0.75,480000
308977781,JPEG,800,1067,327.2,0.75,853600
308179809,JPEG,173,145,16.7,1.19,25085
307337913,JPEG,150,200,9.1,0.75,30000
308317681,JPEG,800,1067,272.7,0.75,853600
308156985,JPEG,800,1067,251.6,0.75,853600
307709148,JPEG,300,400,54.4,0.75,120000
308289780,JPEG,600,800,227.1,0.75,480000
307979775,JPEG,91,50,3.0,1.82,4550
308960114,JPEG,1200,1359,525.9,0.99,1630800
307965153,JPEG,150,200,13.3,0.75,30000
308119835,JPEG,200,267,15.5,0.75,53400
308138977,JPEG,185,1656,101.4,1.42,306360
308860945,JPEG,200,267,21.6,0.75,53400
308926598,JPEG,480,640,169.3,0.75,307200
308252604,JPEG,640,853,261.2,0.75,545920
308359557,JPEG,640,853,174.5,0.75,545920
308544718,JPEG,200,267,15.8,0.75,53400
307361555,JPEG,1557,1283,727.2,2.07,1997631
307751975,JPEG,480,640,170.6,0.75,307200
307330080,JPEG,200,267,20.2,0.75,53400
307661051,JPEG,68,170,7.7,0.4,11560
308039759,PNG,640,853,444.1,0.75,545920
307391788,JPEG,200,267,21.5,0.75,53400
307743672,JPEG,480,640,146.2,0.75,307200
307661073,JPEG,640,853,186.3,0.75,545920
307056414,JPEG,299,976,122.3,1.08,291824
307582670,JPEG,600,800,140.5,0.75,480000
307784252,JPEG,200,267,20.8,0.75,53400
308033583,JPEG,968,1486,539.8,2.14,1438448
308122296,JPEG,150,200,8.9,0.75,30000
308443596,JPEG,150,200,10.2,0.75,30000
307585769,JPEG,600,800,163.9,0.75,480000
308875060,JPEG,150,200,11.5,0.75,30000
308594786,JPEG,1200,1600,964.7,0.75,1920000
307398111,JPEG,1200,1600,725.1,0.75,1920000
308339616,JPEG,640,853,213.0,0.75,545920
308039842,JPEG,1200,1600,818.7,0.75,1920000
307268261,JPEG,480,640,115.7,0.75,307200
308465913,JPEG,1200,1600,766.2,0.75,1920000
307122706,JPEG,142,157,14.9,0.9,22294
308177275,JPEG,800,1067,256.6,0.75,853600
307688123,JPEG,104,165,11.4,0.63,17160
307096451,JPEG,600,800,199.2,0.75,480000
307115752,JPEG,848,1194,311.5,1.6,1012512
307764745,JPEG,200,267,27.7,0.75,53400
308162150,JPEG,600,800,159.7,0.75,480000
307856874,JPEG,945,555,171.3,2.07,524475
308341812,JPEG,800,1067,386.8,0.75,853600
308706807,JPEG,600,800,237.1,0.75,480000
307481451,JPEG,480,640,159.7,0.75,307200
307557070,JPEG,150,200,11.4,0.75,30000
308817667,JPEG,79,72,3.8,1.1,5688
307167971,JPEG,1200,1600,738.2,0.75,1920000
308011990,JPEG,640,853,193.8,0.75,545920
307440862,JPEG,800,1067,364.1,0.75,853600
308816493,JPEG,200,267,16.7,0.75,53400
308061340,JPEG,122,103,8.4,1.18,12566
307869908,JPEG,67,79,3.5,0.85,5293
307444146,JPEG,200,267,21.0,0.75,53400
308157132,JPEG,600,800,186.7,0.75,480000
308529621,JPEG,300,400,40.1,0.75,120000
307631009,JPEG,709,530,115.2,1.79,375770
307253285,JPEG,800,1067,357.0,0.75,853600
308469857,JPEG,200,267,23.3,0.75,53400
307372082,JPEG,83,188,10.4,0.44,15604
307955077,JPEG,1571,1526,977.4,1.48,2397346
308921006,JPEG,184,158,19.4,1.16,29072
307394593,JPEG,360,741,78.0,1.47,266760
308890823,JPEG,200,267,24.5,0.75,53400
307827919,JPEG,1200,1600,666.2,0.75,1920000
308138344,JPEG,800,1067,457.5,0.75,853600
307702543,JPEG,600,800,213.5,0.75,480000
308939300,JPEG,640,853,257.1,0.75,545920
307640780,JPEG,200,267,25.8,0.75,53400
307737414,JPEG,150,200,9.7,0.75,30000
307914638,JPEG,150,200,14.0,0.75,30000
307266527,JPEG,600,800,154.3,0.75,480000
307378236,JPEG,640,853,190.0,0.75,545920
307544454,JPEG,150,200,8.8,0.75,30000
308749638,JPEG,640,853,196.4,0.75,545920
308347388,JPEG,275,469,42.4,1.29,128975
307489319,JPEG,800,1067,423.3,0.75,853600
307441101,JPEG,630,181,53.9,1.19,114030
308565467,JPEG,473,1172,224.6,0.96,554356
308994135,JPEG,480,640,141.7,0.75,307200
308942136,JPEG,1200,1600,915.1,0.75,1920000
308923166,JPEG,200,267,27.3,0.75,53400
307573854,JPEG,800,1067,467.0,0.75,853600
307282742,JPEG,200,267,23.5,0.75,53400
308627785,PNG,1200,1600,1536.6,0.75,1920000
307776438,JPEG,150,200,10.4,0.75,30000
307700563,JPEG,600,800,145.5,0.75,480000
308842367,JPEG,600,800,140.7,0.75,480000
308514944,JPEG,150,200,9.3,0.75,30000
307389924,JPEG,150,200,9.8,0.75,30000
308364537,JPEG,590,1297,291.1,1.89,765230
307757735,JPEG,79,68,3.6,1.16,5372
308923653,JPEG,600,800,142.1,0.75,480000
307007070,JPEG,1512,1676,924.3,1.06,2534112
307107129,JPEG,71,171,8.1,0.42,12141
307358143,JPEG,480,640,117.7,0.75,307200
307367927,PNG,1200,1600,2201.1,0.75,1920000
308331739,JPEG,200,267,18.5,0.75,53400
308973160,JPEG,1200,1600,985.4,0.75,1920000
308557793,JPEG,1267,1606,662.7,0.84,2034802
308352469,JPEG,200,267,16.1,0.75,53400
307998731,JPEG,480,640,125.6,0.75,307200
307105404,JPEG,800,1067,333.1,0.75,853600
308929115,JPEG,464,977,167.8,1.53,453328
307258443,JPEG,800,1067,314.6,0.75,853600
308370111,JPEG,480,640,97.8,0.75,307200
307777978,JPEG,164,188,20.6,0.87,30832
307934144,JPEG,186,137,17.0,1.36,25482
308568661,JPEG,480,640,112.7,0.75,307200
308905225,JPEG,300,400,53.8,0.75,120000
308340976,JPEG,76,189,9.6,0.4,14364
307240929,JPEG,800,1067,322.4,0.75,853600
307361235,JPEG,640,853,243.2,0.75,545920
308071218,JPEG,640,853,160.7,0.75,545920
307773704,JPEG,93,119,7.4,0.78,11067
308653795,JPEG,200,267,16.0,0.75,53400
308958362,JPEG,640,853,273.9,0.75,545920
307474290,JPEG,150,200,10.6,0.75,30000
308262525,JPEG,800,1067,392.5,0.75,853600
308061071,JPEG,150,200,10.5,0.75,30000
307806527,JPEG,1414,396,281.8,1.44,559944
